OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,PreparationStartDate,ProviderName
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2410-23S,Sample-Routine,Water,Groundwater,2024-12-19,13:25:00,EST,2024-12-19,13:25:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-65511,,,,,Direct Grab,21FLGW_WQX,Direct Grab,Water Bottle,,Potassium,Total,0.43,mg/L,,Final,,Actual,,,,,,**I**,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,E31780,2025-01-02,,Practical Quantitation Limit,1.2,mg/L,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2410-23S,Sample-Routine,Water,Groundwater,2024-12-19,13:25:00,EST,2024-12-19,13:25:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-65511,,,,,Direct Grab,21FLGW_WQX,Direct Grab,Water Bottle,,Turbidity,,0.10,NTU,,Final,,Actual,,,,,,**U**,,,,,,,180.1,USEPA,Turbidity by Nephelometry,https://www.nemi.gov/methods/method_summary/5217/,E31780,2024-12-20,,Practical Quantitation Limit,1,NTU,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2410-23F,Field Msr/Obs,Water,Groundwater,2024-12-19,13:25:00,EST,2024-12-19,13:25:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-65511,,,,,Field Test-Discrete,21FLGW_WQX,Field Testing- Discrete,Miscellaneous (Other),,Specific conductance,,179,uS/cm,,Final,,Actual,,,,,,,,,,,,,FDEP FT1200,21FLGW_WQX,FDEP FT1200,,,,,,,,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2410-23S,Sample-Routine,Water,Groundwater,2024-12-19,13:25:00,EST,2024-12-19,13:25:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-65511,,,,,Direct Grab,21FLGW_WQX,Direct Grab,Water Bottle,,Total dissolved solids,Total,101,mg/L,,Final,,Actual,,,,,,,,,,,,,2540-C,APHA,2540 C ~ Total Dissolved Solids in Water,https://www.nemi.gov/methods/method_summary/9818/,E31780,2024-12-20,,Practical Quantitation Limit,25,mg/L,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2410-23F,Field Msr/Obs,Water,Groundwater,2024-12-19,13:25:00,EST,2024-12-19,13:25:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-65511,,,,,Field Test-Discrete,21FLGW_WQX,Field Testing- Discrete,Miscellaneous (Other),,pH,,7.77,None,,Final,,Actual,,,,,,,,,,,,,FDEP FT1100,21FLGW_WQX,FDEP FT1100,,,,,,,,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2410-23S,Sample-Routine,Water,Groundwater,2024-12-19,13:25:00,EST,2024-12-19,13:25:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-65511,,,,,Direct Grab,21FLGW_WQX,Direct Grab,Water Bottle,,Aluminum,Total,5.0,ug/L,,Final,,Actual,,,,,,**U**,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,E31780,2025-01-02,,Practical Quantitation Limit,20,ug/L,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2410-23S,Sample-Routine,Water,Groundwater,2024-12-19,13:25:00,EST,2024-12-19,13:25:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-65511,,,,,Direct Grab,21FLGW_WQX,Direct Grab,Water Bottle,,Antimony,Total,0.050,ug/L,,Final,,Actual,,,,,,**U**,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,E31780,2025-01-02,,Practical Quantitation Limit,.2,ug/L,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2410-23S,Sample-Routine,Water,Groundwater,2024-12-19,13:25:00,EST,2024-12-19,13:25:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-65511,,,,,Direct Grab,21FLGW_WQX,Direct Grab,Water Bottle,,Ammonia-nitrogen,Total,0.002,mg/L,,Final,,Actual,,,,,,**U**,,,,,,,350.1,USEPA,350.1 ~ EPA; Ammonia Nitrogen by Colorimetry,https://www.nemi.gov/methods/method_summary/5405/,E31780,2024-12-30,,Practical Quantitation Limit,.005,mg/L,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2410-23S,Sample-Routine,Water,Groundwater,2024-12-19,13:25:00,EST,2024-12-19,13:25:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-65511,,,,,Direct Grab,21FLGW_WQX,Direct Grab,Water Bottle,,Fluoride,Total,0.067,mg/L,,Final,,Actual,,,,,,**I**,,,,,,,4500-F-C,APHA,4500 F C ~ Fluoride in Water Using an ISE,https://www.nemi.gov/methods/method_summary/5709/,E31780,2024-12-28,,Practical Quantitation Limit,.1,mg/L,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2410-23S,Sample-Routine,Water,Groundwater,2024-12-19,13:25:00,EST,2024-12-19,13:25:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-65511,,,,,Direct Grab,21FLGW_WQX,Direct Grab,Water Bottle,,Arsenic,Total,0.27,ug/L,,Final,,Actual,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,E31780,2025-01-02,,Practical Quantitation Limit,.2,ug/L,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2410-23S,Sample-Routine,Water,Groundwater,2024-12-19,13:25:00,EST,2024-12-19,13:25:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-65511,,,,,Direct Grab,21FLGW_WQX,Direct Grab,Water Bottle,,Nitrate + Nitrite,Total,2.3,mg/L,,Final,,Actual,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,https://www.nemi.gov/methods/method_summary/4702/,E31780,2024-12-27,,Practical Quantitation Limit,.1,mg/L,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2410-23S,Sample-Routine,Water,Groundwater,2024-12-19,13:25:00,EST,2024-12-19,13:25:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-65511,,,,,Direct Grab,21FLGW_WQX,Direct Grab,Water Bottle,,Calcium,Total,21.9,mg/L,,Final,,Actual,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,E31780,2025-01-02,,Practical Quantitation Limit,.3,mg/L,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2410-23S,Sample-Routine,Water,Groundwater,2024-12-19,13:25:00,EST,2024-12-19,13:25:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-65511,,,,,Direct Grab,21FLGW_WQX,Direct Grab,Water Bottle,,Barium,Total,7.3,ug/L,,Final,,Actual,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,E31780,2025-01-02,,Practical Quantitation Limit,4,ug/L,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2410-23S,Sample-Routine,Water,Groundwater,2024-12-19,13:25:00,EST,2024-12-19,13:25:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-65511,,,,,Direct Grab,21FLGW_WQX,Direct Grab,Water Bottle,,Total hardness,Total,94.3,mg/L,,Final,,Actual,,,,,,,,,,,,,2340B,APHA,2340 B ~ Hardness by Calculation,https://www.nemi.gov/methods/method_summary/4679/,E31780,2025-01-02,,Practical Quantitation Limit,1.4,mg/L,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2410-23S,Sample-Routine,Water,Groundwater,2024-12-19,13:25:00,EST,2024-12-19,13:25:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-65511,,,,,Direct Grab,21FLGW_WQX,Direct Grab,Water Bottle,,"Alkalinity, total",Total,74,mg/L,,Final,,Actual,,,,,,,,,,,,,2320-B,APHA,2320 B ~ Alkalinity by Gran Titration,https://www.nemi.gov/methods/method_summary/9694/,E31780,2024-12-28,,Practical Quantitation Limit,2.5,mg/L,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2410-23S,Sample-Routine,Water,Groundwater,2024-12-19,13:25:00,EST,2024-12-19,13:25:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-65511,,,,,Direct Grab,21FLGW_WQX,Direct Grab,Water Bottle,,Selenium,Total,0.23,ug/L,,Final,,Actual,,,,,,**I**,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,E31780,2025-01-02,,Practical Quantitation Limit,.8,ug/L,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2410-23S,Sample-Routine,Water,Groundwater,2024-12-19,13:25:00,EST,2024-12-19,13:25:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-65511,,,,,Direct Grab,21FLGW_WQX,Direct Grab,Water Bottle,,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Total,2.5,mg/L,,Final,,Actual,,,,,,,,,,,,,D8083-16,ASTM,"Standard Test Method for Total Nitrogen, and Total Kjeldahl Nitrogen (TKN) by Calculation, in Water by High Temperature",,E31780,2024-12-30,,Practical Quantitation Limit,.5,mg/L,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2410-23S,Sample-Routine,Water,Groundwater,2024-12-19,13:25:00,EST,2024-12-19,13:25:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-65511,,,,,Direct Grab,21FLGW_WQX,Direct Grab,Water Bottle,,Manganese,Total,1.0,ug/L,,Final,,Actual,,,,,,**U**,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,E31780,2025-01-02,,Practical Quantitation Limit,4,ug/L,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2410-23F,Field Msr/Obs,Water,Groundwater,2024-12-19,13:25:00,EST,2024-12-19,13:25:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-65511,,,,,Field Test-Discrete,21FLGW_WQX,Field Testing- Discrete,Miscellaneous (Other),,Purge Volume,,121.5,gal,,Final,,Calculated,,,,,,,,,,,,,FDEP FS 2200,21FLGW_WQX,FDEP FS 2200,,,,,,,,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2410-23S,Sample-Routine,Water,Groundwater,2024-12-19,13:25:00,EST,2024-12-19,13:25:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-65511,,,,,Direct Grab,21FLGW_WQX,Direct Grab,Water Bottle,,Cadmium,Total,0.020,ug/L,,Final,,Actual,,,,,,**U**,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,E31780,2025-01-04,,Practical Quantitation Limit,.08,ug/L,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2410-23S,Sample-Routine,Water,Groundwater,2024-12-19,13:25:00,EST,2024-12-19,13:25:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-65511,,,,,Direct Grab,21FLGW_WQX,Direct Grab,Water Bottle,,Sodium,Total,2.1,mg/L,,Final,,Actual,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,E31780,2025-01-02,,Practical Quantitation Limit,2,mg/L,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2410-23S,Sample-Routine,Water,Groundwater,2024-12-19,13:25:00,EST,2024-12-19,13:25:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-65511,,,,,Direct Grab,21FLGW_WQX,Direct Grab,Water Bottle,,Molybdenum,Total,0.27,ug/L,,Final,,Actual,,,,,,**I**,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,E31780,2025-01-02,,Practical Quantitation Limit,.6,ug/L,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2410-23S,Sample-Routine,Water,Groundwater,2024-12-19,13:25:00,EST,2024-12-19,13:25:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-65511,,,,,Direct Grab,21FLGW_WQX,Direct Grab,Water Bottle,,Iron,Total,30,ug/L,,Final,,Actual,,,,,,**U**,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,E31780,2025-01-02,,Practical Quantitation Limit,120,ug/L,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2410-23S,Sample-Routine,Water,Groundwater,2024-12-19,13:25:00,EST,2024-12-19,13:25:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-65511,,,,,Direct Grab,21FLGW_WQX,Direct Grab,Water Bottle,,Organic carbon,Total,0.50,mg/L,,Final,,Actual,,,,,,**U**,,,,,,,5310-B,APHA,5310 B ~ Total Organic Carbon by Combustion-Infrared Method,https://www.nemi.gov/methods/method_summary/5717/,E31780,2024-12-30,,Practical Quantitation Limit,1,mg/L,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2410-23F,Field Msr/Obs,Water,Groundwater,2024-12-19,13:25:00,EST,2024-12-19,13:25:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-65511,,,,,Field Test-Discrete,21FLGW_WQX,Field Testing- Discrete,Miscellaneous (Other),,"Temperature, water",,21.3,deg C,,Final,,Actual,,,,,,,,,,,,,FDEP FT1400,21FLGW_WQX,FDEP FT1400,,,,,,,,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2410-23S,Sample-Routine,Water,Groundwater,2024-12-19,13:25:00,EST,2024-12-19,13:25:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-65511,,,,,Direct Grab,21FLGW_WQX,Direct Grab,Water Bottle,,True color,,2.5,PCU,,Final,,Actual,,,,,,**U**,,,,,,,DEP-SOP-NU-094,21FLGW_WQX,DEP-SOP-NU-094,,E31780,2024-12-20,,Practical Quantitation Limit,6,PCU,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2410-23S,Sample-Routine,Water,Groundwater,2024-12-19,13:25:00,EST,2024-12-19,13:25:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-65511,,,,,Direct Grab,21FLGW_WQX,Direct Grab,Water Bottle,,Silver,Total,0.010,ug/L,,Final,,Actual,,,,,,**U**,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,E31780,2025-01-02,,Practical Quantitation Limit,.04,ug/L,,STORET
